2024-10-11 15:53:18,431 - ==> Logging on master GPU: 0
2024-10-11 15:53:18,432 - ==> Running Trainer: CLSTrainer
2024-10-11 15:53:18,432 - ==> Using GPU: [0, 1, 2, 3, 4, 5, 6, 7] for Training
2024-10-11 15:53:18,432 - ==> Building model
2024-10-11 15:53:18,703 - ==> Creating optimizer
2024-10-11 15:53:18,708 - ==> Native DDP
2024-10-11 15:53:18,744 - ==> Loading dataset: ImageFolderLMDB
2024-10-11 15:53:18,817 - ==> ********** cfg ********** 
seed                                 : 42                                  
2024-10-11 15:54:20,125 - Train: 0.05% [200/375300]  [0.2/300.0] [batch_t 0.188 (0.247)] [data_t 0.009] [optim_t 0.179] [lr 0.000027] [CE 6.932 (6.932)] [KD 0.000 (0.000)]
2024-10-11 15:54:32,582 - Train: 0.07% [250/375300]  [0.2/300.0] [batch_t 0.424 (0.249)] [data_t 0.009] [optim_t 0.414] [lr 0.000033] [CE 6.896 (6.910)] [KD 0.000 (0.000)]
2024-10-11 15:54:44,700 - Train: 0.08% [300/375300]  [0.2/300.0] [batch_t 0.447 (0.242)] [data_t 0.009] [optim_t 0.438] [lr 0.000039] [CE 6.893 (6.890)] [KD 0.000 (0.000)]
2024-10-11 15:54:57,099 - Train: 0.09% [350/375300]  [0.3/300.0] [batch_t 0.234 (0.248)] [data_t 0.009] [optim_t 0.225] [lr 0.000045] [CE 6.859 (6.872)] [KD 0.000 (0.000)]
2024-10-11 15:55:09,307 - Train: 0.11% [400/375300]  [0.3/300.0] [batch_t 0.284 (0.244)] [data_t 0.010] [optim_t 0.274] [lr 0.000051] [CE 6.845 (6.858)] [KD 0.000 (0.000)]
2024-10-11 15:55:21,552 - Train: 0.12% [450/375300]  [0.4/300.0] [batch_t 0.283 (0.245)] [data_t 0.009] [optim_t 0.274] [lr 0.000057] [CE 6.840 (6.843)] [KD 0.000 (0.000)]
2024-10-11 15:55:33,843 - Train: 0.13% [500/375300]  [0.4/300.0] [batch_t 0.260 (0.246)] [data_t 0.009] [optim_t 0.251] [lr 0.000063] [CE 6.833 (6.827)] [KD 0.000 (0.000)]
2024-10-11 15:55:45,976 - Train: 0.15% [550/375300]  [0.4/300.0] [batch_t 0.211 (0.243)] [data_t 0.009] [optim_t 0.202] [lr 0.000069] [CE 6.808 (6.812)] [KD 0.000 (0.000)]
2024-10-11 15:55:57,932 - Train: 0.16% [600/375300]  [0.5/300.0] [batch_t 0.191 (0.239)] [data_t 0.009] [optim_t 0.182] [lr 0.000075] [CE 6.776 (6.796)] [KD 0.000 (0.000)]
2024-10-11 15:56:10,082 - Train: 0.17% [650/375300]  [0.5/300.0] [batch_t 0.258 (0.243)] [data_t 0.009] [optim_t 0.249] [lr 0.000081] [CE 6.772 (6.786)] [KD 0.000 (0.000)]
2024-10-11 15:56:22,140 - Train: 0.19% [700/375300]  [0.6/300.0] [batch_t 0.326 (0.241)] [data_t 0.009] [optim_t 0.317] [lr 0.000087] [CE 6.760 (6.770)] [KD 0.000 (0.000)]
2024-10-11 15:56:34,168 - Train: 0.20% [750/375300]  [0.6/300.0] [batch_t 0.182 (0.240)] [data_t 0.009] [optim_t 0.173] [lr 0.000093] [CE 6.719 (6.760)] [KD 0.000 (0.000)]
2024-10-11 15:56:46,156 - Train: 0.21% [800/375300]  [0.6/300.0] [batch_t 0.259 (0.240)] [data_t 0.009] [optim_t 0.250] [lr 0.000099] [CE 6.768 (6.741)] [KD 0.000 (0.000)]
2024-10-11 15:56:57,919 - Train: 0.23% [850/375300]  [0.7/300.0] [batch_t 0.188 (0.235)] [data_t 0.011] [optim_t 0.177] [lr 0.000105] [CE 6.753 (6.718)] [KD 0.000 (0.000)]
2024-10-11 15:57:10,454 - Train: 0.24% [900/375300]  [0.7/300.0] [batch_t 0.307 (0.251)] [data_t 0.009] [optim_t 0.298] [lr 0.000111] [CE 6.642 (6.698)] [KD 0.000 (0.000)]
2024-10-11 15:57:22,321 - Train: 0.25% [950/375300]  [0.8/300.0] [batch_t 0.242 (0.237)] [data_t 0.009] [optim_t 0.233] [lr 0.000117] [CE 6.658 (6.671)] [KD 0.000 (0.000)]
2024-10-11 15:57:34,333 - Train: 0.27% [1000/375300]  [0.8/300.0] [batch_t 0.188 (0.240)] [data_t 0.009] [optim_t 0.178] [lr 0.000123] [CE 6.665 (6.668)] [KD 0.000 (0.000)]
2024-10-11 15:57:46,088 - Train: 0.28% [1050/375300]  [0.8/300.0] [batch_t 0.195 (0.235)] [data_t 0.009] [optim_t 0.185] [lr 0.000129] [CE 6.647 (6.650)] [KD 0.000 (0.000)]
2024-10-11 15:57:58,157 - Train: 0.29% [1100/375300]  [0.9/300.0] [batch_t 0.271 (0.241)] [data_t 0.009] [optim_t 0.262] [lr 0.000135] [CE 6.624 (6.633)] [KD 0.000 (0.000)]
2024-10-11 15:58:09,948 - Train: 0.31% [1150/375300]  [0.9/300.0] [batch_t 0.239 (0.236)] [data_t 0.009] [optim_t 0.230] [lr 0.000141] [CE 6.575 (6.614)] [KD 0.000 (0.000)]
2024-10-11 15:58:21,757 - Train: 0.32% [1200/375300]  [1.0/300.0] [batch_t 0.243 (0.236)] [data_t 0.009] [optim_t 0.234] [lr 0.000147] [CE 6.626 (6.590)] [KD 0.000 (0.000)]
2024-10-11 15:58:33,147 - Train: 0.33% [1250/375300]  [1.0/300.0] [batch_t 0.182 (0.228)] [data_t 0.009] [optim_t 0.173] [lr 0.000153] [CE 6.513 (6.570)] [KD 0.000 (0.000)]
2024-10-11 15:58:33,330 - ==> Total time: 0:05:16	 Eta: 1 day, 2:15:00 	Logged in 'runs/mobilemamba/CLSTrainer_MobileMamba_B2_ImageFolderLMDB_20241011-155318'
2024-10-11 15:58:47,729 - Train: 0.35% [1300/375300]  [1.0/300.0] [batch_t 0.188 (0.268)] [data_t 0.009] [optim_t 0.179] [lr 0.000159] [CE 6.476 (6.550)] [KD 0.000 (0.000)]
2024-10-11 15:58:59,546 - Train: 0.36% [1350/375300]  [1.1/300.0] [batch_t 0.193 (0.236)] [data_t 0.009] [optim_t 0.183] [lr 0.000165] [CE 6.452 (6.541)] [KD 0.000 (0.000)]
2024-10-11 15:59:11,677 - Train: 0.37% [1400/375300]  [1.1/300.0] [batch_t 0.186 (0.243)] [data_t 0.009] [optim_t 0.177] [lr 0.000171] [CE 6.531 (6.518)] [KD 0.000 (0.000)]
2024-10-11 15:59:22,736 - Train: 0.39% [1450/375300]  [1.2/300.0] [batch_t 0.203 (0.221)] [data_t 0.009] [optim_t 0.194] [lr 0.000177] [CE 6.617 (6.511)] [KD 0.000 (0.000)]
2024-10-11 15:59:35,097 - Train: 0.40% [1500/375300]  [1.2/300.0] [batch_t 0.229 (0.247)] [data_t 0.009] [optim_t 0.220] [lr 0.000183] [CE 6.434 (6.490)] [KD 0.000 (0.000)]
2024-10-11 15:59:47,103 - Train: 0.41% [1550/375300]  [1.2/300.0] [batch_t 0.244 (0.240)] [data_t 0.009] [optim_t 0.235] [lr 0.000189] [CE 6.444 (6.467)] [KD 0.000 (0.000)]
2024-10-11 15:59:59,115 - Train: 0.43% [1600/375300]  [1.3/300.0] [batch_t 0.186 (0.240)] [data_t 0.009] [optim_t 0.177] [lr 0.000195] [CE 6.376 (6.437)] [KD 0.000 (0.000)]
2024-10-11 16:00:11,262 - Train: 0.44% [1650/375300]  [1.3/300.0] [batch_t 0.229 (0.243)] [data_t 0.009] [optim_t 0.220] [lr 0.000201] [CE 6.416 (6.427)] [KD 0.000 (0.000)]
2024-10-11 16:00:23,142 - Train: 0.45% [1700/375300]  [1.4/300.0] [batch_t 0.210 (0.238)] [data_t 0.009] [optim_t 0.201] [lr 0.000207] [CE 6.300 (6.409)] [KD 0.000 (0.000)]
2024-10-11 16:00:34,970 - Train: 0.47% [1750/375300]  [1.4/300.0] [batch_t 0.228 (0.236)] [data_t 0.009] [optim_t 0.219] [lr 0.000213] [CE 6.220 (6.397)] [KD 0.000 (0.000)]
2024-10-11 16:00:47,211 - Train: 0.48% [1800/375300]  [1.4/300.0] [batch_t 0.240 (0.245)] [data_t 0.009] [optim_t 0.231] [lr 0.000218] [CE 6.382 (6.358)] [KD 0.000 (0.000)]
2024-10-11 16:00:59,357 - Train: 0.49% [1850/375300]  [1.5/300.0] [batch_t 0.278 (0.243)] [data_t 0.009] [optim_t 0.269] [lr 0.000224] [CE 6.488 (6.346)] [KD 0.000 (0.000)]
2024-10-11 16:01:11,225 - Train: 0.51% [1900/375300]  [1.5/300.0] [batch_t 0.211 (0.237)] [data_t 0.009] [optim_t 0.202] [lr 0.000230] [CE 6.321 (6.334)] [KD 0.000 (0.000)]
2024-10-11 16:01:23,088 - Train: 0.52% [1950/375300]  [1.6/300.0] [batch_t 0.234 (0.237)] [data_t 0.009] [optim_t 0.225] [lr 0.000236] [CE 6.307 (6.314)] [KD 0.000 (0.000)]
2024-10-11 16:01:34,708 - Train: 0.53% [2000/375300]  [1.6/300.0] [batch_t 0.223 (0.232)] [data_t 0.009] [optim_t 0.214] [lr 0.000242] [CE 6.301 (6.288)] [KD 0.000 (0.000)]
2024-10-11 16:01:46,397 - Train: 0.55% [2050/375300]  [1.6/300.0] [batch_t 0.216 (0.234)] [data_t 0.009] [optim_t 0.208] [lr 0.000248] [CE 6.350 (6.258)] [KD 0.000 (0.000)]
2024-10-11 16:01:58,365 - Train: 0.56% [2100/375300]  [1.7/300.0] [batch_t 0.184 (0.239)] [data_t 0.009] [optim_t 0.175] [lr 0.000254] [CE 6.267 (6.226)] [KD 0.000 (0.000)]
2024-10-11 16:02:09,393 - Train: 0.57% [2150/375300]  [1.7/300.0] [batch_t 0.183 (0.220)] [data_t 0.009] [optim_t 0.174] [lr 0.000260] [CE 6.327 (6.251)] [KD 0.000 (0.000)]
2024-10-11 16:02:21,362 - Train: 0.59% [2200/375300]  [1.8/300.0] [batch_t 0.247 (0.239)] [data_t 0.009] [optim_t 0.238] [lr 0.000266] [CE 6.268 (6.231)] [KD 0.000 (0.000)]
2024-10-11 16:02:33,350 - Train: 0.60% [2250/375300]  [1.8/300.0] [batch_t 0.309 (0.240)] [data_t 0.009] [optim_t 0.300] [lr 0.000272] [CE 6.280 (6.176)] [KD 0.000 (0.000)]
2024-10-11 16:02:44,879 - Train: 0.61% [2300/375300]  [1.8/300.0] [batch_t 0.228 (0.230)] [data_t 0.009] [optim_t 0.219] [lr 0.000278] [CE 6.266 (6.170)] [KD 0.000 (0.000)]
2024-10-11 16:02:56,578 - Train: 0.63% [2350/375300]  [1.9/300.0] [batch_t 0.249 (0.234)] [data_t 0.009] [optim_t 0.241] [lr 0.000284] [CE 6.039 (6.163)] [KD 0.000 (0.000)]
2024-10-11 16:03:08,595 - Train: 0.64% [2400/375300]  [1.9/300.0] [batch_t 0.229 (0.240)] [data_t 0.009] [optim_t 0.219] [lr 0.000290] [CE 6.046 (6.149)] [KD 0.000 (0.000)]
2024-10-11 16:03:20,346 - Train: 0.65% [2450/375300]  [2.0/300.0] [batch_t 0.223 (0.235)] [data_t 0.009] [optim_t 0.214] [lr 0.000296] [CE 6.209 (6.109)] [KD 0.000 (0.000)]
2024-10-11 16:03:31,732 - Train: 0.67% [2500/375300]  [2.0/300.0] [batch_t 0.180 (0.228)] [data_t 0.009] [optim_t 0.172] [lr 0.000302] [CE 5.883 (6.108)] [KD 0.000 (0.000)]
2024-10-11 16:03:32,092 - ==> Total time: 0:10:14	 Eta: 1 day, 1:26:47 	Logged in 'runs/mobilemamba/CLSTrainer_MobileMamba_B2_ImageFolderLMDB_20241011-155318'
2024-10-11 16:03:46,824 - Train: 0.68% [2550/375300]  [2.0/300.0] [batch_t 0.187 (0.281)] [data_t 0.009] [optim_t 0.178] [lr 0.000308] [CE 6.130 (6.086)] [KD 0.000 (0.000)]
2024-10-11 16:03:59,253 - Train: 0.69% [2600/375300]  [2.1/300.0] [batch_t 0.218 (0.248)] [data_t 0.009] [optim_t 0.209] [lr 0.000314] [CE 6.221 (6.082)] [KD 0.000 (0.000)]
2024-10-11 16:04:11,623 - Train: 0.71% [2650/375300]  [2.1/300.0] [batch_t 0.202 (0.247)] [data_t 0.009] [optim_t 0.193] [lr 0.000320] [CE 5.791 (6.013)] [KD 0.000 (0.000)]
2024-10-11 16:04:23,852 - Train: 0.72% [2700/375300]  [2.2/300.0] [batch_t 0.267 (0.244)] [data_t 0.009] [optim_t 0.258] [lr 0.000326] [CE 6.194 (6.032)] [KD 0.000 (0.000)]
2024-10-11 16:04:36,192 - Train: 0.73% [2750/375300]  [2.2/300.0] [batch_t 0.240 (0.247)] [data_t 0.009] [optim_t 0.231] [lr 0.000332] [CE 6.076 (6.028)] [KD 0.000 (0.000)]
2024-10-11 16:04:48,160 - Train: 0.75% [2800/375300]  [2.2/300.0] [batch_t 0.228 (0.239)] [data_t 0.009] [optim_t 0.219] [lr 0.000338] [CE 5.895 (5.984)] [KD 0.000 (0.000)]
2024-10-11 16:05:00,540 - Train: 0.76% [2850/375300]  [2.3/300.0] [batch_t 0.263 (0.248)] [data_t 0.009] [optim_t 0.254] [lr 0.000344] [CE 5.960 (5.968)] [KD 0.000 (0.000)]
2024-10-11 16:05:12,949 - Train: 0.77% [2900/375300]  [2.3/300.0] [batch_t 0.226 (0.248)] [data_t 0.009] [optim_t 0.217] [lr 0.000350] [CE 5.957 (5.925)] [KD 0.000 (0.000)]
2024-10-11 16:05:24,618 - Train: 0.79% [2950/375300]  [2.4/300.0] [batch_t 0.256 (0.233)] [data_t 0.009] [optim_t 0.247] [lr 0.000356] [CE 5.947 (5.930)] [KD 0.000 (0.000)]
2024-10-11 16:05:36,331 - Train: 0.80% [3000/375300]  [2.4/300.0] [batch_t 0.219 (0.234)] [data_t 0.009] [optim_t 0.210] [lr 0.000362] [CE 5.882 (5.900)] [KD 0.000 (0.000)]
2024-10-11 16:05:48,389 - Train: 0.81% [3050/375300]  [2.4/300.0] [batch_t 0.191 (0.241)] [data_t 0.009] [optim_t 0.182] [lr 0.000368] [CE 5.894 (5.920)] [KD 0.000 (0.000)]
2024-10-11 16:06:00,580 - Train: 0.83% [3100/375300]  [2.5/300.0] [batch_t 0.266 (0.244)] [data_t 0.009] [optim_t 0.257] [lr 0.000374] [CE 5.889 (5.902)] [KD 0.000 (0.000)]
2024-10-11 16:06:12,657 - Train: 0.84% [3150/375300]  [2.5/300.0] [batch_t 0.259 (0.241)] [data_t 0.009] [optim_t 0.250] [lr 0.000380] [CE 5.939 (5.889)] [KD 0.000 (0.000)]
2024-10-11 16:06:24,744 - Train: 0.85% [3200/375300]  [2.6/300.0] [batch_t 0.277 (0.242)] [data_t 0.009] [optim_t 0.268] [lr 0.000386] [CE 5.649 (5.856)] [KD 0.000 (0.000)]
2024-10-11 16:06:36,522 - Train: 0.87% [3250/375300]  [2.6/300.0] [batch_t 0.206 (0.235)] [data_t 0.009] [optim_t 0.197] [lr 0.000392] [CE 5.714 (5.840)] [KD 0.000 (0.000)]
2024-10-11 16:06:48,751 - Train: 0.88% [3300/375300]  [2.6/300.0] [batch_t 0.245 (0.244)] [data_t 0.009] [optim_t 0.236] [lr 0.000398] [CE 5.662 (5.833)] [KD 0.000 (0.000)]
2024-10-11 16:07:00,751 - Train: 0.89% [3350/375300]  [2.7/300.0] [batch_t 0.259 (0.240)] [data_t 0.009] [optim_t 0.250] [lr 0.000404] [CE 5.776 (5.815)] [KD 0.000 (0.000)]
2024-10-11 16:07:12,635 - Train: 0.91% [3400/375300]  [2.7/300.0] [batch_t 0.228 (0.238)] [data_t 0.009] [optim_t 0.219] [lr 0.000410] [CE 5.784 (5.812)] [KD 0.000 (0.000)]
2024-10-11 16:07:24,586 - Train: 0.92% [3450/375300]  [2.8/300.0] [batch_t 0.196 (0.239)] [data_t 0.009] [optim_t 0.187] [lr 0.000416] [CE 5.758 (5.793)] [KD 0.000 (0.000)]
2024-10-11 16:07:36,400 - Train: 0.93% [3500/375300]  [2.8/300.0] [batch_t 0.223 (0.236)] [data_t 0.009] [optim_t 0.214] [lr 0.000422] [CE 5.691 (5.776)] [KD 0.000 (0.000)]
2024-10-11 16:07:48,534 - Train: 0.95% [3550/375300]  [2.8/300.0] [batch_t 0.249 (0.243)] [data_t 0.009] [optim_t 0.240] [lr 0.000428] [CE 5.702 (5.747)] [KD 0.000 (0.000)]
2024-10-11 16:08:00,555 - Train: 0.96% [3600/375300]  [2.9/300.0] [batch_t 0.292 (0.240)] [data_t 0.009] [optim_t 0.283] [lr 0.000434] [CE 5.694 (5.749)] [KD 0.000 (0.000)]
2024-10-11 16:08:12,719 - Train: 0.97% [3650/375300]  [2.9/300.0] [batch_t 0.233 (0.243)] [data_t 0.009] [optim_t 0.224] [lr 0.000440] [CE 5.858 (5.751)] [KD 0.000 (0.000)]
2024-10-11 16:08:24,682 - Train: 0.99% [3700/375300]  [3.0/300.0] [batch_t 0.284 (0.239)] [data_t 0.009] [optim_t 0.276] [lr 0.000446] [CE 5.789 (5.728)] [KD 0.000 (0.000)]
2024-10-11 16:08:35,916 - Train: 1.00% [3750/375300]  [3.0/300.0] [batch_t 0.187 (0.225)] [data_t 0.009] [optim_t 0.178] [lr 0.000452] [CE 5.615 (5.708)] [KD 0.000 (0.000)]
2024-10-11 16:08:36,473 - ==> Total time: 0:15:19	 Eta: 1 day, 1:16:40 	Logged in 'runs/mobilemamba/CLSTrainer_MobileMamba_B2_ImageFolderLMDB_20241011-155318'
2024-10-11 16:08:50,086 - Train: 1.01% [3800/375300]  [3.0/300.0] [batch_t 0.188 (0.258)] [data_t 0.009] [optim_t 0.179] [lr 0.000458] [CE 5.568 (5.705)] [KD 0.000 (0.000)]
2024-10-11 16:09:01,852 - Train: 1.03% [3850/375300]  [3.1/300.0] [batch_t 0.441 (0.235)] [data_t 0.009] [optim_t 0.432] [lr 0.000464] [CE 5.555 (5.667)] [KD 0.000 (0.000)]
2024-10-11 16:09:13,293 - Train: 1.04% [3900/375300]  [3.1/300.0] [batch_t 0.269 (0.229)] [data_t 0.009] [optim_t 0.260] [lr 0.000470] [CE 5.535 (5.676)] [KD 0.000 (0.000)]
2024-10-11 16:09:25,055 - Train: 1.05% [3950/375300]  [3.2/300.0] [batch_t 0.252 (0.235)] [data_t 0.009] [optim_t 0.243] [lr 0.000476] [CE 5.624 (5.662)] [KD 0.000 (0.000)]
2024-10-11 16:09:36,586 - Train: 1.07% [4000/375300]  [3.2/300.0] [batch_t 0.257 (0.231)] [data_t 0.009] [optim_t 0.248] [lr 0.000482] [CE 5.731 (5.677)] [KD 0.000 (0.000)]
2024-10-11 16:09:48,025 - Train: 1.08% [4050/375300]  [3.2/300.0] [batch_t 0.276 (0.229)] [data_t 0.009] [optim_t 0.268] [lr 0.000488] [CE 5.765 (5.692)] [KD 0.000 (0.000)]
2024-10-11 16:09:59,659 - Train: 1.09% [4100/375300]  [3.3/300.0] [batch_t 0.220 (0.233)] [data_t 0.009] [optim_t 0.211] [lr 0.000494] [CE 5.759 (5.596)] [KD 0.000 (0.000)]
2024-10-11 16:10:11,136 - Train: 1.11% [4150/375300]  [3.3/300.0] [batch_t 0.247 (0.229)] [data_t 0.009] [optim_t 0.238] [lr 0.000500] [CE 5.478 (5.598)] [KD 0.000 (0.000)]
2024-10-11 16:10:22,766 - Train: 1.12% [4200/375300]  [3.4/300.0] [batch_t 0.246 (0.233)] [data_t 0.009] [optim_t 0.237] [lr 0.000506] [CE 5.748 (5.589)] [KD 0.000 (0.000)]
2024-10-11 16:10:34,361 - Train: 1.13% [4250/375300]  [3.4/300.0] [batch_t 0.244 (0.232)] [data_t 0.009] [optim_t 0.235] [lr 0.000512] [CE 5.599 (5.556)] [KD 0.000 (0.000)]
2024-10-11 16:10:45,981 - Train: 1.15% [4300/375300]  [3.4/300.0] [batch_t 0.252 (0.232)] [data_t 0.009] [optim_t 0.243] [lr 0.000518] [CE 5.457 (5.605)] [KD 0.000 (0.000)]
2024-10-11 16:10:57,415 - Train: 1.16% [4350/375300]  [3.5/300.0] [batch_t 0.250 (0.229)] [data_t 0.009] [optim_t 0.241] [lr 0.000524] [CE 5.654 (5.606)] [KD 0.000 (0.000)]
2024-10-11 16:11:08,910 - Train: 1.17% [4400/375300]  [3.5/300.0] [batch_t 0.401 (0.230)] [data_t 0.009] [optim_t 0.392] [lr 0.000530] [CE 5.598 (5.570)] [KD 0.000 (0.000)]
2024-10-11 16:11:20,206 - Train: 1.19% [4450/375300]  [3.6/300.0] [batch_t 0.264 (0.226)] [data_t 0.009] [optim_t 0.255] [lr 0.000536] [CE 5.699 (5.553)] [KD 0.000 (0.000)]
